Organism (genomeID),Organism,TaxID,SEED_ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Strain,
Staphylococcus aureus subsp. aureus ED133 (685039.3),Staphylococcus aureus subsp. aureus ED133 ,685039,685039.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus ED133,
Staphylococcus aureus subsp. aureus HO 5096 0412 (1074252.3),Staphylococcus aureus subsp. aureus HO 5096 0412 ,1074252,1074252.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus HO 5096 0412,
Staphylococcus aureus subsp. aureus JH1 (359787.11),Staphylococcus aureus subsp. aureus JH1 ,359787,359787.11,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus JH1,
Staphylococcus aureus subsp. aureus JH9 (359786.13),Staphylococcus aureus subsp. aureus JH9 ,359786,359786.13,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus JH9,
Staphylococcus aureus subsp. aureus JKD6159 (869816.3),Staphylococcus aureus subsp. aureus JKD6159 ,869816,869816.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus JKD6159,
Staphylococcus aureus subsp. aureus LGA251 (985006.4),Staphylococcus aureus subsp. aureus LGA251 ,985006,985006.4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus LGA251,
Staphylococcus aureus subsp. aureus MN8 (548470.3),Staphylococcus aureus subsp. aureus MN8 ,548470,548470.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus MN8,
Staphylococcus aureus subsp. aureus MRSA131 (754025.3),Staphylococcus aureus subsp. aureus MRSA131 ,754025,754025.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus MRSA131,
Staphylococcus aureus subsp. aureus MRSA177 (754026.3),Staphylococcus aureus subsp. aureus MRSA177 ,754026,754026.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus MRSA177,
Staphylococcus aureus subsp. aureus MRSA252 (282458.4),Staphylococcus aureus subsp. aureus MRSA252 ,282458,282458.4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus MRSA252,
Staphylococcus aureus subsp. aureus MSHR1132 (985002.3),Staphylococcus aureus subsp. aureus MSHR1132 ,985002,985002.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus argenteus,,
Staphylococcus aureus subsp. aureus MSSA476 (282459.5),Staphylococcus aureus subsp. aureus MSSA476 ,282459,282459.5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus MSSA476,
Staphylococcus aureus subsp. aureus Mu3 (418127.6),Staphylococcus aureus subsp. aureus Mu3 ,418127,418127.6,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus Mu3,
Staphylococcus aureus subsp. aureus Mu50 (158878.14),Staphylococcus aureus subsp. aureus Mu50 ,158878,158878.14,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus Mu50,
Staphylococcus aureus subsp. aureus Mu50-omega (585891.3),Staphylococcus aureus subsp. aureus Mu50-omega ,585891,585891.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus Mu50-omega,
Staphylococcus aureus subsp. aureus MW2 (196620.1),Staphylococcus aureus subsp. aureus MW2 ,196620,196620.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus MW2,
Staphylococcus aureus subsp. aureus N315 (158879.11),Staphylococcus aureus subsp. aureus N315 ,158879,158879.11,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus N315,
Staphylococcus aureus subsp. aureus NBRC 100910 (1223492.3),Staphylococcus aureus subsp. aureus NBRC 100910 ,1223492,1223492.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus NBRC 100910,
Staphylococcus aureus subsp. aureus NCTC 8325 (93061.5),Staphylococcus aureus subsp. aureus NCTC 8325 ,93061,93061.5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus NCTC 8325,
Staphylococcus aureus subsp. aureus str. JKD6008 (546342.4),Staphylococcus aureus subsp. aureus str. JKD6008 ,546342,546342.4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus str. JKD6008,
Staphylococcus aureus subsp. aureus str. Newman (426430.8),Staphylococcus aureus subsp. aureus str. Newman ,426430,426430.8,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus str. Newman,
Staphylococcus aureus subsp. aureus TCH130 (548474.3),Staphylococcus aureus subsp. aureus TCH130 ,548474,548474.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus TCH130,
Staphylococcus aureus subsp. aureus TCH60 (548473.6),Staphylococcus aureus subsp. aureus TCH60 ,548473,548473.6,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus TCH60,
Staphylococcus aureus subsp. aureus TCH70 (548475.3),Staphylococcus aureus subsp. aureus TCH70 ,548475,548475.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus TCH70,
Staphylococcus aureus subsp. aureus USA300_TCH959 (450394.6),Staphylococcus aureus subsp. aureus USA300_TCH959 ,450394,450394.6,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus USA300_TCH959,
Staphylococcus aureus subsp. aureus VC40 (1028799.3),Staphylococcus aureus subsp. aureus VC40 ,1028799,1028799.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus VC40,
Staphylococcus capitis QN1 (1189311.3),Staphylococcus capitis QN1 ,1189311,1189311.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus capitis, Staphylococcus capitis QN1,
Staphylococcus capitis SK14 (553212.3),Staphylococcus capitis SK14 ,553212,553212.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus capitis, Staphylococcus capitis SK14,
Staphylococcus capitis VCU116 (904334.4),Staphylococcus capitis VCU116 ,904334,904334.4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus capitis, Staphylococcus capitis VCU116,
Staphylococcus caprae C87 (435838.3),Staphylococcus caprae C87 ,435838,435838.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus capitis, Staphylococcus capitis C87,
Staphylococcus cohnii subsp. cohnii strain 532 (74704.5),Staphylococcus cohnii subsp. cohnii strain 532 ,74704,74704.5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus cohnii, Staphylococcus cohnii subsp. cohnii,
Staphylococcus epidermidis 14.1.R1.SE (1000590.6),Staphylococcus epidermidis 14.1.R1.SE ,1000590,1000590.6,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis 14.1.R1.SE,
Staphylococcus epidermidis ATCC 12228 (176280.1),Staphylococcus epidermidis ATCC 12228 ,176280,176280.1,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis ATCC 12228,
Staphylococcus epidermidis AU12-03 (1220510.3),Staphylococcus epidermidis AU12-03 ,1220510,1220510.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis AU12-03,
Staphylococcus epidermidis BCM-HMP0060 (525374.3),Staphylococcus epidermidis BCM-HMP0060 ,525374,525374.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis BCM-HMP0060,
Staphylococcus epidermidis BVS058A4 (883130.3),Staphylococcus epidermidis BVS058A4 ,883130,883130.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis BVS058A4,
Staphylococcus epidermidis M23864:W1 (525378.3),Staphylococcus epidermidis M23864:W1 ,525378,525378.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus caprae, Staphylococcus caprae M23864:W1,
Staphylococcus epidermidis M23864:W2(grey) (525375.3),Staphylococcus epidermidis M23864:W2,525375,525375.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis M23864:W2(grey),
Staphylococcus epidermidis NIH04003 (1155132.3),Staphylococcus epidermidis NIH04003 ,1155132,1155132.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH04003,
Staphylococcus epidermidis NIH04008 (979222.3),Staphylococcus epidermidis NIH04008 ,979222,979222.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH04008,
Staphylococcus epidermidis NIH05001 (979221.3),Staphylococcus epidermidis NIH05001 ,979221,979221.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH05001,
Staphylococcus epidermidis NIH05003 (1155133.3),Staphylococcus epidermidis NIH05003 ,1155133,1155133.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH05003,
Staphylococcus epidermidis NIH05005 (979220.3),Staphylococcus epidermidis NIH05005 ,979220,979220.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH05005,
Staphylococcus epidermidis NIH051475 (1155130.3),Staphylococcus epidermidis NIH051475 ,1155130,1155130.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH051475,
Staphylococcus epidermidis NIH051668 (1155131.3),Staphylococcus epidermidis NIH051668 ,1155131,1155131.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH051668,
Staphylococcus epidermidis NIH06004 (1155134.3),Staphylococcus epidermidis NIH06004 ,1155134,1155134.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH06004,
Staphylococcus epidermidis NIH08001 (1155135.3),Staphylococcus epidermidis NIH08001 ,1155135,1155135.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIH08001,
Staphylococcus epidermidis NIHLM001 (979219.3),Staphylococcus epidermidis NIHLM001 ,979219,979219.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM001,
Staphylococcus epidermidis NIHLM003 (979218.3),Staphylococcus epidermidis NIHLM003 ,979218,979218.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM003,
Staphylococcus epidermidis NIHLM008 (979217.3),Staphylococcus epidermidis NIHLM008 ,979217,979217.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM008,
Staphylococcus epidermidis NIHLM015 (979216.3),Staphylococcus epidermidis NIHLM015 ,979216,979216.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM015,
Staphylococcus epidermidis NIHLM018 (979215.3),Staphylococcus epidermidis NIHLM018 ,979215,979215.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM018,
Staphylococcus epidermidis NIHLM020 (979213.3),Staphylococcus epidermidis NIHLM020 ,979213,979213.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM020,
Staphylococcus epidermidis NIHLM021 (979212.3),Staphylococcus epidermidis NIHLM021 ,979212,979212.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM021,
Staphylococcus epidermidis NIHLM023 (979211.3),Staphylococcus epidermidis NIHLM023 ,979211,979211.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM023,
Staphylococcus epidermidis NIHLM031 (979214.3),Staphylococcus epidermidis NIHLM031 ,979214,979214.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM031,
Staphylococcus epidermidis NIHLM037 (979210.3),Staphylococcus epidermidis NIHLM037 ,979210,979210.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM037,
Staphylococcus epidermidis NIHLM039 (979209.3),Staphylococcus epidermidis NIHLM039 ,979209,979209.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM039,
Staphylococcus epidermidis NIHLM040 (979208.3),Staphylococcus epidermidis NIHLM040 ,979208,979208.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM040,
Staphylococcus epidermidis NIHLM049 (979207.3),Staphylococcus epidermidis NIHLM049 ,979207,979207.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM049,
Staphylococcus epidermidis NIHLM057 (979205.3),Staphylococcus epidermidis NIHLM057 ,979205,979205.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM057,
Staphylococcus epidermidis NIHLM061 (979204.3),Staphylococcus epidermidis NIHLM061 ,979204,979204.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM061,
Staphylococcus epidermidis NIHLM067 (979203.3),Staphylococcus epidermidis NIHLM067 ,979203,979203.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM067,
Staphylococcus epidermidis NIHLM070 (979202.3),Staphylococcus epidermidis NIHLM070 ,979202,979202.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM070,
Staphylococcus epidermidis NIHLM087 (979201.3),Staphylococcus epidermidis NIHLM087 ,979201,979201.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM087,
Staphylococcus epidermidis NIHLM088 (979200.3),Staphylococcus epidermidis NIHLM088 ,979200,979200.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM088,
Staphylococcus epidermidis NIHLM095 (979199.3),Staphylococcus epidermidis NIHLM095 ,979199,979199.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis NIHLM095,
Staphylococcus epidermidis RP62A (176279.9),Staphylococcus epidermidis RP62A ,176279,176279.9,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis RP62A,
Staphylococcus epidermidis SK135 (596317.3),Staphylococcus epidermidis SK135 ,596317,596317.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis SK135,
Staphylococcus epidermidis W23144 (525376.3),Staphylococcus epidermidis W23144 ,525376,525376.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus epidermidis, Staphylococcus epidermidis W23144,
Staphylococcus equorum subsp. equorum Mu2 (1159488.5),Staphylococcus equorum subsp. equorum Mu2 ,1159488,1159488.5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus equorum, Staphylococcus equorum subsp. equorum Mu2,
Staphylococcus haemolyticus JCSC1435 (279808.8),Staphylococcus haemolyticus JCSC1435 ,279808,279808.8,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus haemolyticus, Staphylococcus haemolyticus JCSC1435,
Staphylococcus haemolyticus R1P1 (1134914.3),Staphylococcus haemolyticus R1P1 ,1134914,1134914.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus haemolyticus, Staphylococcus haemolyticus R1P1,
Staphylococcus hominis SK119 (629742.3),Staphylococcus hominis SK119 ,629742,629742.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus hominis, Staphylococcus hominis SK119,
Staphylococcus hominis subsp. hominis C80 (435837.3),Staphylococcus hominis subsp. hominis C80 ,435837,435837.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus hominis, Staphylococcus hominis subsp. hominis C80,
Staphylococcus hominis subsp. hominis ZBW5 (1185421.3),Staphylococcus hominis subsp. hominis ZBW5 ,1185421,1185421.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus hominis, Staphylococcus hominis subsp. hominis ZBW5,
Staphylococcus hominis VCU122 (904339.3),Staphylococcus hominis VCU122 ,904339,904339.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus hominis, Staphylococcus hominis VCU122,
Staphylococcus intermedius NCTC 11048 (1141106.7),Staphylococcus intermedius NCTC 11048 ,1141106,1141106.7,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus intermedius, Staphylococcus intermedius NCTC 11048,
Staphylococcus lugdunensis ACS-027-V-Sch2 (883164.3),Staphylococcus lugdunensis ACS-027-V-Sch2 ,883164,883164.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus lugdunensis, Staphylococcus lugdunensis ACS-027-V-Sch2,
Staphylococcus lugdunensis HKU09-01 (698737.3),Staphylococcus lugdunensis HKU09-01 ,698737,698737.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus lugdunensis, Staphylococcus lugdunensis HKU09-01,
Staphylococcus lugdunensis M23590 (525377.3),Staphylococcus lugdunensis M23590 ,525377,525377.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus lugdunensis, Staphylococcus lugdunensis M23590,
Staphylococcus lugdunensis N920143 (1034809.4),Staphylococcus lugdunensis N920143 ,1034809,1034809.4,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus lugdunensis, Staphylococcus lugdunensis N920143,
Staphylococcus lugdunensis VCU139 (904346.3),Staphylococcus lugdunensis VCU139 ,904346,904346.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus lugdunensis, Staphylococcus lugdunensis VCU139,
Staphylococcus pasteuri SP1 (1276282.3),Staphylococcus pasteuri SP1 ,1276282,1276282.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus pasteuri, Staphylococcus pasteuri SP1,
Staphylococcus pasteuri strain BAB3 (45972.8),Staphylococcus pasteuri strain BAB3 ,45972,45972.8,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus pasteuri,,
Staphylococcus pettenkoferi VCU012 (904314.5),Staphylococcus pettenkoferi VCU012 ,904314,904314.5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus pettenkoferi, Staphylococcus pettenkoferi VCU012,
Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 (342451.11),Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 ,342451,342451.11,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus saprophyticus, Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,
Staphylococcus saprophyticus subsp. saprophyticus KACC 16562 (1131257.3),Staphylococcus saprophyticus subsp. saprophyticus KACC 16562 ,1131257,1131257.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus saprophyticus, Staphylococcus saprophyticus subsp. saprophyticus KACC 16562,
Staphylococcus sciuri subsp. sciuri strain DSM 20345 (147467.8),Staphylococcus sciuri subsp. sciuri strain DSM 20345 ,147467,147467.8,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus sciuri, Staphylococcus sciuri subsp. sciuri,
Staphylococcus sciuri subsp. sciuri Z8 (1232666.3),Staphylococcus sciuri subsp. sciuri Z8 ,1232666,1232666.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus sciuri, Staphylococcus sciuri subsp. sciuri Z8,
Staphylococcus simulans ACS-120-V-Sch1 (883166.5),Staphylococcus simulans ACS-120-V-Sch1 ,883166,883166.5,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus simulans, Staphylococcus simulans ACS-120-V-Sch1,
Staphylococcus simulans LFYP27 (1286.63),Staphylococcus simulans LFYP27 ,1286,1286.63,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus simulans, Staphylococcus simulans LFYP27,
Staphylococcus warneri L37603 (596319.3),Staphylococcus warneri L37603 ,596319,596319.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus warneri, Staphylococcus warneri L37603,
Staphylococcus warneri SG1 (1194526.3),Staphylococcus warneri SG1 ,1194526,1194526.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus warneri, Staphylococcus warneri SG1,
Staphylococcus xylosus NJ (1262650.3),Staphylococcus xylosus NJ ,1262650,1262650.3,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, Staphylococcus xylosus, Staphylococcus xylosus NJ,
Stenotrophomonas maltophilia D457 (1163399.5),Stenotrophomonas maltophilia D457 ,1163399,1163399.5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas, Stenotrophomonas maltophilia, Stenotrophomonas maltophilia D457,
Stenotrophomonas maltophilia K279a (522373.3),Stenotrophomonas maltophilia K279a ,522373,522373.3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas, Stenotrophomonas maltophilia, Stenotrophomonas maltophilia K279a,
Stenotrophomonas maltophilia R551-3 (391008.4),Stenotrophomonas maltophilia R551-3 ,391008,391008.4,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas, Stenotrophomonas maltophilia, Stenotrophomonas maltophilia R551-3,
Stenotrophomonas maltophilia strain ISMMS3 (40324.126),Stenotrophomonas maltophilia strain ISMMS3 ,40324,40324.126,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas, Stenotrophomonas maltophilia,,
Streptococcus  sp. BEED32 (1301.176),Streptococcus  sp. BEED32 ,1301,1301.176,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,-, Streptococcus sp. BEED32,
Streptococcus agalactiae 09mas018883 (1309806.3),Streptococcus agalactiae 09mas018883 ,1309806,1309806.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae 09mas018883,
Streptococcus agalactiae 2603V/R (208435.3),Streptococcus agalactiae 2603V/R ,208435,208435.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae 2603V/R,
Streptococcus agalactiae A909 (205921.4),Streptococcus agalactiae A909 ,205921,205921.4,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae A909,
Streptococcus agalactiae BEED28 (1311.1914),Streptococcus agalactiae BEED28 ,1311,1311.1914,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae,  Streptococcus agalactiae BEED28,
Streptococcus agalactiae BSU252 (1105277.3),Streptococcus agalactiae BSU252 ,1105277,1105277.3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, Streptococcus agalactiae, Streptococcus agalactiae BSU252,
